Pollen_type_SM_morphological,Family,Genus,taxa,url_source,project_pi,project_pi_contact,whole_plant_height_m,seed_mass_mg,leaf_area_mm2,longest_whole_plant_longevity_years,plant_flowering_begin_month,plant_flowering_begin_date,leaf_dry_mass_g,leaf_life_span_months,leaf_nitrogen_content_per_leaf_dry_mass_mg_g_1,whole_plant_dispersal_syndrome,whole_plant_vegetative_phenology,whole_plant_growth_form_diversity,whole_plant_sexual_system,flower_pollination_syndrome,Leaf_dry_mass_per_area_g_mm_2,Try_dataset,Leaf_type,Try_reference
Rubiaceae undif.,Rubiaceae,Rubiaceae,Rubiaceae,http://www.kew.org/data/sid ; http://datadryad.org/resource/doi:10.5061/dryad.r3n45; http://datadryad.org/resource/doi:10.5061/dryad.4b95c.2; http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Tim Killeen; Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; Chac√≥n E; Angela Moles; Steven Travers; Price CA; Szefer P; Bezeng BS; Zanne AE; Engemann, K",sid@kew.org ; edchacon@gmail.com; a.moles@unsw.edu.au; steven.travers@ndsu.edu; charles.price@uwa.edu.au; szefer85@gmail.com; bezengsimmy@gmail.com; aezanne@gmail.com; engemann@bios.au.dk,3.741058908,59.18937909,7040.476299,75.5,,7.253424658,0.550724785,20.13333333,27.17948328,biotic,evergreen,Herb,Hermaphrodite,biotic,7.82E-05,TRY Categorical Traits Dataset (update 2018),broad-leaved,unpub.
Ruellia,Acanthaceae,Ruellia,Ruellia,http://www.kew.org/data/sid ; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; Engemann, K",sid@kew.org ; engemann@bios.au.dk,,2.48275,,,,,,,,,,Herb,,,,TRY Categorical Traits Dataset (update 2018),broad-leaved,unpub.
Rumex t.,Polygonaceae,Emex,Rumex,http://www.kew.org/data/sid ; http://datadryad.org/resource/doi:10.5061/dryad.83g9k; http://www.leda-traitbase.org/LEDAportal/; http://datadryad.org/resource/doi:10.5061/dryad.m88g7; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"J. P. Grime, J. G. Hodgson and R. Hunt; Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; Abakumova M; Angela Moles; Steven Travers; Michael Kleyer; Marx HE; Zanne AE; Engemann, K",j.p.grime@sheffield.ac.uk; sid@kew.org ; marina.semchenko@manchester.ac.uk; a.moles@unsw.edu.au; steven.travers@ndsu.edu; michael.kleyer@uni-oldenburg.de; h.marx.h@gmail.com; aezanne@gmail.com; engemann@bios.au.dk,0.508557189,1.592817195,7961.558861,5,6.108695652,,0.80122821,,34.89959923,,deciduous,Herb,,,0.000100637,The China Plant Trait Database,broad-leaved,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819"
Ruppia,Ruppiaceae,Ruppia,Ruppia,http://www.leda-traitbase.org/LEDAportal/; http://www.ufz.de/biolflor/index.jsp; http://www.leda-traitbase.org/LEDAportal/; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"D.K. Kunzmann; Ingolf Kuhn; Michael Kleyer; Engemann, K",dkunzmann@gmx.de; ingolf.kuehn@ufz.de; michael.kleyer@uni-oldenburg.de; engemann@bios.au.dk,,,44.25,,6,,0.001002,,,,,Aquatic_Herb,,,2.26E-05,,,
Ruta,Rutaceae,Ruta,Ruta,http://www.leda-traitbase.org/LEDAportal/; http://www.kew.org/data/sid ; http://www.ufz.de/biolflor/index.jsp; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Michael Kleyer; Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; Ingolf Kuhn; Zanne AE; Engemann, K",michael.kleyer@uni-oldenburg.de; sid@kew.org ; ingolf.kuehn@ufz.de; aezanne@gmail.com; engemann@bios.au.dk,0.375,1.4675,,,6,,,,,,evergreen,Shrub_Herb,,,,Categorical Plant Traits Database,broad-leaved,unpub.
Rutaceae undif.,Rutaceae,Rutaceae,Rutaceae,http://www.americanforests.org/resources/bigtrees/register.php; http://www.kew.org/data/sid ; http://datadryad.org/resource/doi:10.5061/dryad.r3n45; http://www.leda-traitbase.org/LEDAportal/; http://datadryad.org/resource/doi:10.5061/dryad.6p9v5; http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; Price CA; Angela Moles; Steven Travers; Michael Kleyer; Bhaskar R; Bezeng BS; Zanne AE; Engemann, K",sid@kew.org ; charles.price@uwa.edu.au; a.moles@unsw.edu.au; steven.travers@ndsu.edu; michael.kleyer@uni-oldenburg.de; radika@gmail.com; bezengsimmy@gmail.com; aezanne@gmail.com; engemann@bios.au.dk,8.965984407,124.165052,5416.287374,257.2,6.243902439,,0.288857378,19.4875,22.21382616,abiotic,evergreen,Shrub_Tree,Hermaphrodite,biotic,5.33E-05,,,
Salix,Salicaceae,Salix,Salix,http://www.kew.org/data/sid ; http://www.leda-traitbase.org/LEDAportal/; http://www.leda-traitbase.org/LEDAportal/; http://datadryad.org/resource/doi:10.5061/dryad.r3n45; doi: 10.1111/j.1469-8137.2005.01530.x; http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Greg Reams; Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; K. Thompson; Angela Moles; Steven Travers; Michael Kleyer; Price CA; J. Fang; Bezeng BS; Zanne AE; Engemann, K",sid@kew.org ; ken.thompson@sheffield.ac.uk; a.moles@unsw.edu.au; steven.travers@ndsu.edu; michael.kleyer@uni-oldenburg.de; charles.price@uwa.edu.au; jyfang@urban.pku.edu.cn; bezengsimmy@gmail.com; aezanne@gmail.com; engemann@bios.au.dk,13.44362016,0.621549252,495.1112702,66,,4.701030928,0.049539982,3.428571429,24.67447186,abiotic,deciduous,Shrub,Dioecious,biotic,0.000100058,Leaf Ash Content in China's Terrestrial Plants,broad-leaved,"Wenxuan Han, Yahan Chen, Fang-Jie Zhao, Luying Tang, Rongfeng Jiang and Fusuo Zhang, 2012, Floral, climatic and soil pH controls on leaf ash content in Chinaís terrestrial plants. Global Ecology and Biogeography, DOI: 10.1111/j.1466-8238.2011.00677.x"
Salvadora,Salvadoraceae,Salvadora,Salvadora,http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Bezeng BS; Zanne AE; Engemann, K",bezengsimmy@gmail.com; aezanne@gmail.com; engemann@bios.au.dk,,,,,5.5,,,,,abiotic,evergreen,Shrub,Hermaphrodite,biotic,,,,
Sambucus,Caprifoliaceae,Sambucus,Sambucus,http://www.kew.org/data/sid ; http://datadryad.org/resource/doi:10.5061/dryad.r3n45; http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; Dana Royer; Steven Travers; Price CA; Bezeng BS; Zanne AE; Engemann, K",sid@kew.org ; droyer@wesleyan.edu; steven.travers@ndsu.edu; charles.price@uwa.edu.au; bezengsimmy@gmail.com; aezanne@gmail.com; engemann@bios.au.dk,4.940886178,7.396151382,5357.345,,5.310344828,,0.528335211,4.2,32.23018376,biotic,evergreen,Shrub,Hermaphrodite,biotic,9.86E-05,The China Plant Trait Database,broad-leaved,"Wang, Han; Harrison, Sandy P; Prentice, Iain Colin; Yang, Yanzheng; Bai, Fan; Furstenau Togashi, Henrique; Wang, Meng; Zhou, Shuangxi; Ni, Jian (2017): The China Plant Trait Database. PANGAEA, https://doi.org/10.1594/PANGAEA.871819"
Samolus,Primulaceae,Samolus,Samolus,http://www.leda-traitbase.org/LEDAportal/; http://www.kew.org/data/sid ; http://www.leda-traitbase.org/LEDAportal/; http://www.ufz.de/biolflor/index.jsp; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Michael Kleyer; Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; D.K. Kunzmann; Ingolf Kuhn; Engemann, K",michael.kleyer@uni-oldenburg.de; sid@kew.org ; dkunzmann@gmx.de; ingolf.kuehn@ufz.de; engemann@bios.au.dk,0.213125,0.027333333,191.75,,6,,0.009182,,,,,Herb,,,4.79E-05,,,
Sanguisorba t.,Rosaceae,Poterium,Sanguisorba,http://datadryad.org/resource/doi:10.5061/dryad.p3057; http://www.kew.org/data/sid ; http://www.leda-traitbase.org/LEDAportal/; http://www.ufz.de/biolflor/index.jsp; http://www.leda-traitbase.org/LEDAportal/; doi: 10.1111/j.1469-8137.2005.01530.x; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Dost√°l P; Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; K. Thompson; Ingolf Kuhn; Michael Kleyer; J. Fang; Engemann, K",petr.dostal@ibot.cas.cz; sid@kew.org ; ken.thompson@sheffield.ac.uk; ingolf.kuehn@ufz.de; michael.kleyer@uni-oldenburg.de; jyfang@urban.pku.edu.cn; engemann@bios.au.dk,0.335526316,5.848081081,1909.902381,,5.5,,0.111440984,,27.586875,,,Herb,,,5.83E-05,,,
Santalaceae undif.,Santalaceae,Santalaceae,Santalaceae,http://datadryad.org/resource/doi:10.5061/dryad.r3n45; http://www.kew.org/data/sid ; http://datadryad.org/resource/doi:10.5061/dryad.m41f1; http://www.leda-traitbase.org/LEDAportal/; http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Price CA; Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; Grootemaat S; Angela Moles; Steven Travers; Michael Kleyer; Bezeng BS; Zanne AE; Engemann, K",charles.price@uwa.edu.au; sid@kew.org ; saskia.grootemaat@mq.edu.au; a.moles@unsw.edu.au; steven.travers@ndsu.edu; michael.kleyer@uni-oldenburg.de; bezengsimmy@gmail.com; aezanne@gmail.com; engemann@bios.au.dk,0.755384615,137.2047586,803.8499207,31.5,,5.2,0.06777823,17.3,14.85640283,biotic,evergreen,Non-woody epiphyte_Parasite,Hermaphrodite,biotic,8.43E-05,,,
Sapindaceae undif.,Sapindaceae,Sapindaceae,Sapindaceae,http://datadryad.org/resource/doi:10.5061/dryad.12b0h; http://www.leda-traitbase.org/LEDAportal/; http://datadryad.org/resource/doi:10.5061/dryad.j42m7.2; http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Greg Reams; Ameztegui A; K. Thompson; Angela Moles; Steven Travers; Dana Royer; Maire V; Bezeng BS; Zanne AE; Engemann, K",ameztegui@gmail.com; ken.thompson@sheffield.ac.uk; a.moles@unsw.edu.au; steven.travers@ndsu.edu; droyer@wesleyan.edu; vmaire@gmail.com; bezengsimmy@gmail.com; aezanne@gmail.com; engemann@bios.au.dk,15.54591516,3110.253261,7384.101073,176.7777778,4.743243243,,0.229564238,6.754705882,20.51578524,abiotic,deciduous,Tree,Hermaphrodite,biotic,3.11E-05,,,
Sapium,Euphorbiaceae,Sapium,Sapium,http://www.americanforests.org/resources/bigtrees/register.php; http://www.kew.org/data/sid ; doi: 10.1890/0012-9658(2006)87[1733:LTAGPO]2.0.CO;2; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; Chac√≥n E; L. Poorter; Zanne AE; Engemann, K",sid@kew.org ; edchacon@gmail.com; lourens.poorter@wur.nl; aezanne@gmail.com; engemann@bios.au.dk,15.27665833,75.7752894,13790.17719,,,,0.883672727,5.6,23.10368966,,evergreen,Tree,,,6.41E-05,Categorical Plant Traits Database,broad-leaved,unpub.
Sapotaceae undif.,Sapotaceae,Sapotaceae,Sapotaceae,http://datadryad.org/resource/doi:10.5061/dryad.7s7r1; http://datadryad.org/resource/doi:10.5061/dryad.69ph0; doi:10.1007/s00442-008-1131-x; doi: 10.1890/0012-9658(2006)87[1733:LTAGPO]2.0.CO;2; http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Osuri AM; Kraft TS; L. Poorter; Angela Moles; K.S. Murali; Chac√≥n E; L. Poorter; Bezeng BS; Zanne AE; Engemann, K",moanand@gmail.com; thomas.s.kraft@dartmouth.edu; lourens.poorter@wur.nl; a.moles@unsw.edu.au; edchacon@gmail.com; lourens.poorter@wur.nl; bezengsimmy@gmail.com; aezanne@gmail.com; engemann@bios.au.dk,9.154257084,6649.364139,36764.0772,130,6.631578947,,5.736181818,10,19.49654209,biotic,evergreen,Tree,Hermaphrodite,biotic,0.000156027,,,
Sarcocapnos,Papaveraceae,Sarcocapnos,Sarcocapnos,,,,,,,,,,,,,,,,,,,,,
Sarcopoterium,Rosaceae,Sarcopoterium,Sarcopoterium,http://www.kew.org/data/sid ; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2,"Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; Zanne AE",sid@kew.org ; aezanne@gmail.com,,5.9,,,,,,,,,evergreen,,,,,,,
Saxifraga t.,Saxifragaceae,Chrysosplenium,Saxifraga,http://www.leda-traitbase.org/LEDAportal/; http://www.kew.org/data/sid ; http://www.leda-traitbase.org/LEDAportal/; http://www.ufz.de/biolflor/index.jsp; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Michael Kleyer; Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; Angela Moles; Ingolf Kuhn; Engemann, K",michael.kleyer@uni-oldenburg.de; sid@kew.org ; a.moles@unsw.edu.au; ingolf.kuehn@ufz.de; engemann@bios.au.dk,0.088057851,0.067380952,155.1476923,17.87,5.578947368,,0.007881177,,,,,Herb,,,5.08E-05,TRY Categorical Traits Dataset (update 2018),broad-leaved,unpub.
Saxifragaceae,Saxifragaceae,Saxifragaceae,Saxifragaceae,http://www.leda-traitbase.org/LEDAportal/; http://www.kew.org/data/sid ; http://datadryad.org/resource/doi:10.5061/dryad.m88g7; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Michael Kleyer; Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; Marx HE; Angela Moles; Steven Travers; Engemann, K",michael.kleyer@uni-oldenburg.de; sid@kew.org ; h.marx.h@gmail.com; a.moles@unsw.edu.au; steven.travers@ndsu.edu; engemann@bios.au.dk,0.120839161,0.09225232,784.2589474,17.87,,5.612903226,0.013306965,,,,,Herb,,,1.70E-05,,,
Schefflera,Araliaceae,Schefflera,Schefflera,http://www.kew.org/data/sid ; doi:10.1890/09-1672.1; http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; http://datadryad.org/resource/doi:10.5061/dryad.j2r53; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"S.E. Russo; Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; Nathan Kraft; Angela Moles; Bezeng BS; Uma√±a MN; Zanne AE; Engemann, K",srusso2@unl.edu; sid@kew.org ; nkraft@biodiversity.ubc.ca; a.moles@unsw.edu.au; bezengsimmy@gmail.com; maumana@gmail.com; aezanne@gmail.com; engemann@bios.au.dk,12.12406445,9.264109355,16961,24,1.666666667,,,,17.523,biotic,evergreen,Non-woody epiphyte_Tree,Hermaphrodite,biotic,,TRY Categorical Traits Dataset (update 2018),broad-leaved,unpub.
Schrebera,Araliaceae,Schrebera,Schrebera,http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Bezeng BS; Zanne AE; Engemann, K",bezengsimmy@gmail.com; aezanne@gmail.com; engemann@bios.au.dk,,,,,10,,,,,biotic,deciduous,Tree,Hermaphrodite,biotic,,TRY Categorical Traits Dataset (update 2018),broad-leaved,unpub.
Sclerocarya,Anacardiaceae,Sclerocarya,Sclerocarya,http://datadryad.org/resource/doi:10.5061/dryad.v240b; http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Wigley BJ; Bezeng BS; Zanne AE; Engemann, K",benwigley@gmail.com; bezengsimmy@gmail.com; aezanne@gmail.com; engemann@bios.au.dk,,,8979,,9,,,,13.7,abiotic,deciduous,Tree,Hermaphrodite,biotic,,TRY Categorical Traits Dataset (update 2018),broad-leaved,unpub.
Scrophulariaceae t.,Orobanchaceae,Orobanche,Scrophulariaceae,http://www.leda-traitbase.org/LEDAportal/; http://www.kew.org/data/sid ; http://datadryad.org/resource/doi:10.5061/dryad.r3n45; http://datadryad.org/resource/doi:10.5061/dryad.m41f1; http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Michael Kleyer; Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; Price CA; Angela Moles; Steven Travers; Grootemaat S; Bezeng BS; Zanne AE; Engemann, K",michael.kleyer@uni-oldenburg.de; sid@kew.org ; charles.price@uwa.edu.au; a.moles@unsw.edu.au; steven.travers@ndsu.edu; saskia.grootemaat@mq.edu.au; bezengsimmy@gmail.com; aezanne@gmail.com; engemann@bios.au.dk,0.935119048,5.846544113,8346.603514,246.628,6.285714286,,0.549700187,18.38,16.99749736,biotic,evergreen,Herb,Hermaphrodite,biotic,6.59E-05,Plant Traits from Fynbos Forests in the Cape Region,broad-leaved,"Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331ñ340 DOI:10.1016/j.ppees.2014.08.002"
Scrophulariaceae undif.,Scrophulariaceae,Verbascum,Scrophulariaceae,http://www.leda-traitbase.org/LEDAportal/; http://www.kew.org/data/sid ; http://datadryad.org/resource/doi:10.5061/dryad.r3n45; http://datadryad.org/resource/doi:10.5061/dryad.m41f1; http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Michael Kleyer; Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; Price CA; Angela Moles; Steven Travers; Grootemaat S; Bezeng BS; Zanne AE; Engemann, K",michael.kleyer@uni-oldenburg.de; sid@kew.org ; charles.price@uwa.edu.au; a.moles@unsw.edu.au; steven.travers@ndsu.edu; saskia.grootemaat@mq.edu.au; bezengsimmy@gmail.com; aezanne@gmail.com; engemann@bios.au.dk,0.935119048,5.846544113,8346.603514,246.628,6.285714286,,0.549700187,18.38,16.99749736,biotic,evergreen,Herb,Hermaphrodite,biotic,6.59E-05,Plant Traits from Fynbos Forests in the Cape Region,broad-leaved,"Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331ñ340 DOI:10.1016/j.ppees.2014.08.002"
Searsia,Anacardiaceae,Rhus,Searsia,http://datadryad.org/resource/doi:10.5061/dryad.v240b; http://datadryad.org/resource/doi:10.5061/dryad.6t7t6,Wigley BJ; Bezeng BS,benwigley@gmail.com; bezengsimmy@gmail.com,,,860,,7.285714286,,,,24,abiotic,,,Hermaphrodite,biotic,,Plant Traits from Fynbos Forests in the Cape Region,broad-leaved,"Onstein RE, Richard J. Carter, Yaowu Xing, H. Peter LinderInstitute (2014) Diversification rate shifts in the Cape Floristic Region: The right traits in the right place at the right time. Perspectives in Plant Ecology, Evolution and Systematics 16(6) 331ñ340 DOI:10.1016/j.ppees.2014.08.002"
Secale,Poaceae,Secale,Secale,http://datadryad.org/resource/doi:10.5061/dryad.dg85v; http://www.kew.org/data/sid ; http://datadryad.org/resource/doi:10.5061/dryad.16860; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Milla R; Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; Osborne CP; Steven Travers; Engemann, K",ruben.milla@gmail.com; sid@kew.org ; c.p.osborne@sheffield.ac.uk; steven.travers@ndsu.edu; engemann@bios.au.dk,0.24185,19.4111,3459.966667,,5.8,,0.156245,,,,,Herb,,,4.52E-05,,,
Securinega  t.,Phyllanthaceae,Flueggea,Securinega,http://datadryad.org/resource/doi:10.5061/dryad.f2b52,Ploton P,p.ploton@gmail.com,6.05,,,,,,,,,,,,,,,TRY Categorical Traits Dataset (update 2018),broad-leaved,unpub.
Selaginellaceae,Selaginellaceae,Selaginellaceae,Selaginellaceae,http://www.leda-traitbase.org/LEDAportal/; http://www.leda-traitbase.org/LEDAportal/; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Michael Kleyer; Aarnes; Engemann, K",michael.kleyer@uni-oldenburg.de; graciela.rusch@nina.no; engemann@bios.au.dk,0.0625,,1.22,,,,5.00E-05,,,,,Tree_Herb,,,4.10E-05,,,
Sesamum,Pedaliaceae,Sesamum,Sesamum,http://datadryad.org/resource/doi:10.5061/dryad.dg85v; http://www.kew.org/data/sid ; doi: 10.1111/j.1469-8137.2005.01530.x; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Milla R; Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; J. Fang; Engemann, K",ruben.milla@gmail.com; sid@kew.org ; jyfang@urban.pku.edu.cn; engemann@bios.au.dk,0.1275,2.503375,6896.3,,,,,,22.85,,,Herb,,,,,,
Sesbania,Fabaceae-Faboideae,Sesbania,Sesbania,http://www.kew.org/data/sid ; http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; Bezeng BS; Engemann, K",sid@kew.org ; bezengsimmy@gmail.com; engemann@bios.au.dk,,41.79114516,,,9,,,,,biotic,,Shrub,Hermaphrodite,biotic,,TRY Categorical Traits Dataset (update 2018),broad-leaved,unpub.
Sherbournia,Rubiaceae,Sherbournia,Sherbournia,,,,,,,,,,,,,,,,,,,,,
Sida,Malvaceae-Malvoideae,Sida,Sida,http://www.kew.org/data/sid ; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; Engemann, K",sid@kew.org ; engemann@bios.au.dk,,2.067342857,,,,,,,,,,Herb_Shrub,,,,TRY Categorical Traits Dataset (update 2018),broad-leaved,unpub.
Sideroxylon t.,Sapotaceae,Butyrospermum,Sideroxylon,http://www.americanforests.org/resources/bigtrees/register.php; http://www.kew.org/data/sid ; http://datadryad.org/resource/doi:10.5061/dryad.6t7t6; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; Dana Royer; Bezeng BS; Cyrille Violle/Brian Enquist ; Zanne AE; Engemann, K",sid@kew.org ; droyer@wesleyan.edu; bezengsimmy@gmail.com; cyrille.violle@cefe.cnrs.fr;benquist@email.arizona.edu; aezanne@gmail.com; engemann@bios.au.dk,7.938774059,225.115,1617.65,,1,,0.041666667,,22.97550515,biotic,evergreen,Shrub,Hermaphrodite,biotic,2.58E-05,TRY Categorical Traits Dataset (update 2018),broad-leaved,unpub.
Smilax,Liliaceae-Smilacaceae,Smilax,Smilax,http://www.kew.org/data/sid ; http://datadryad.org/resource/doi:10.5061/dryad.ck585; http://datadryad.org/resource/doi:10.5061/dryad.63q27.2; http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Susan Letcher; Liu, K., Eastwood, R.J., Flynn, S., Turner, R.M., and Stuppy, W.H.; Dana Royer; Steven Travers; Balzotti CS; Zanne AE; Engemann, K",SUSAN.LETCHER@purchase.edu; sid@kew.org ; droyer@wesleyan.edu; steven.travers@ndsu.edu; cbalzotti@carnegiescience.edu; aezanne@gmail.com; engemann@bios.au.dk,0.012200436,68.05531974,7813.333333,,5.5,,,,20.2,,evergreen,Liana,,,,TRY Categorical Traits Dataset (update 2018),broad-leaved,unpub.
