References pollen records,References pollen taxonomy,Reference phytogeographical affinity,References habit,References plant functional types
"Ritchie 1994 Holocene pollen spectra from Oyo, northwestern Sudan: problems of interpretation in a hyperarid environment. The Holocene. Vol. 4: 9-15",,,,
Ritchie and Haynes 1987 Holocene vegetation zonation in the eastern Sahara. Nature. Vol. 330: 645-647,,,,
"Ritchie, J. C., C. H. Eyles, C. V. Haynes. 1985. Sediment and pollen evidence for an early to mid-Holocene humid period in the eastern Sahara. Nature. Vol. 314: 352-355",,,,
"Ritchie, J.C. 1984. Analyse pollinique de sédiments Holocènes Supérieurs des Hauts Plateaux du Maghreb Oriental. Pollen et Spores 26(3-4):489-496.",,,,
"Ritchie, J.C.1986 Modern pollen spectra from Dakhleh Oasis, Western Egyptian Desert. Grana vol 25: 177-182. https://doi.org/10.1080/00173138609427719",,,,
"Robles López, S., S. Manzano-Rodríguez, S. Pérez-Díaz, and J.A. López-Sáez. 2017. Contributions to the European Pollen Database. 35. Labradillos mire, Gregos Ranges (central Spain). Grana 56(5):398-400.",,,,
"Roeser, P.A., S.O. Franz, T. Litt, U.B. Ülgen, A. Hilgers, S. Wulf, V. Wennrich, S. Akçer Ön, F.A. Viehberg, M.N. Çagatay, and M. Melles. 2012. Lithostratigraphic and geochronological framework for the palaeoenvironmental reconstruction of the last ~36 ka cal BP from a sediment record from Lake Iznik (NW Turkey). Quaternary International 274:73-87.",,,,
"Rossignol-Strick, M.; Duzer, D. 1979 Quaternary pollen and dinoflagellate cysts in marine cores off West Africa. Meteor Forschungsergebnisse, Deutsche Forschungsgemeinschaft",,,,
"Rossignol-Strick, M.; Duzer, D. 1979 West african vegetation and climate since 22500 BP from deep-sea cores palynology. Pollen et Spores.",,,,
"Saad, S.I. 1967 Studies of pollen and spores content of Nile Delta deposits (Berenbal region). Pollen et Spores. Vol. 9: 467-503",,,,
Salzmann & Waller 1998 The Holocene vegetational history of the Nigerian Sahel based on multiple pollen profiles. Review of Palaeobotany and Palynology. Vol. 100: 39-72. https://doi.org/10.1016%2Fs0034-6667%2897%2900053-5,,,,
Salzmann 1996 Holocene vegetation history of Sahelian-zone of NE-Nigeria: Preliminary results. Palaeoecology of Africa. Vol. 24: 103-114,,,,
"Salzmann 1999 Zur holozänen vegetations- und klimaentwicklung der westafrikanischen savannen Paläoökologische untersuchungen in der Sahel- und Sudanzone NO-Nigerias. PhD Thesis, University of Wuerzburg, Frankfurt",,,,
"Salzmann 1999 Zur holozänen vegetations- und klimaentwicklung der westafrikanischen savannen Paläoökologische untersuchungen in der Sahel- und Sudanzone NO-Nigerias. PhD Thesis, University of Wuerzburg, Frankfurt.",,,,
Salzmann 2000 Are modern savannas degraded forests? A Holocene pollen record from the Sudanian vegetation zone of NE Nigeria. Vegetation History and Archaebotany. Vol. 9: 1-15,,,,
Salzmann 2002 Late Quaternary Climate and Vegetation of the Sudanian Zone of Northeast Nigeria. Quaternary Research. Vol. 58: 73-83. https://doi.org/10.1006%2Fqres.2002.2356,,,,
"Salzmann, U. 1999 Zur holozänen vegetations- und klimaentwicklung der westafrikanischen savannen Paläoökologische untersuchungen in der Sahel- und Sudanzone NO-Nigerias. PhD Thesis, University of Wuerzburg, Frankfurt",,,,
"Sanchez-Goñi, M.F., I. Cacho, J.L. Turon, J. Guiot, F.J. Sierro, J.P. Peypouquet, J.O. Grimalt, and N.J. Shackleton. 2002. Synchroneity between marine and terrestrial responses to millenial scale variability during the last glacial period in the Mediterranian Region. Climate Dynamics 19:95-105.",,,,
"Schiebel, V., and T. Litt. 2017. Holocene vegetation history of the southern Levant based on a pollen record from Lake Kinneret (Sea of Galilee), Israel. Vegetation History and Archaeobotany 27:577-590.",,,,
"Schultze 1994 Les indicateurs limniques holocènes au Nord-Est du Niger - Les pigments des plantes, signaux de l_existence des communautés algaires et bactériennes planctoniques et benthiques. In: Maire R., Pomel S., Salomon J.N. (Eds). Enregistreurs et indicateurs de l_évolution de l_environnement en zone tropicale. Presses Universitaires de Bordeaux",,,,
"Schulz 1973 Zur quartären Vegetationsgeschichte der zentralen Sahara unter Berücksichtigung eigener pollenanalystischer Untersuchungen aus dem Tibesti-Gebirge ,",,,,
Schulz 1976 Aktueller pollenniederschlag in der zentralen Sahara und interpretationsmöglichkeiten quartärer pollenspektren. Palaeoecology of Africa. Vol.9: 8-14,,,,
"Schulz 1980 Zur Vegetation der östlichen zentralen Sahara und zu ihrer Entwicklung im Holozän. Würzburger Geographische Arbeiten 51, 194 p.",,,,
Schulz 1980 Zur Vegetation der östlichen zentralen Sahara und zu ihrer Entwicklung im Holozän. Würzburger Geographische Arbeiten. Vol. 51: 1-194,,,,
Schulz 1980 Zur Vegetation der östlichen zentralen Sahara und zu ihrer Entwicklung im Holozän.Würzburger Geographische Arbeiten. Vol. 51. P. 1-194,,,,
Schulz 1991 Holocene environments in the central Sahara. Hydrobiologia Vol. 214: 359–365,,,,
"Schulz E., Pomel, S., Abichou, A., and Salzmann, U. 1995. Climate and man. Questions and answers from both sides of the Sahara, 2e symposium de palynologie africaine/2nd Symposium on African Palynology, , Tervuren, Belgique, 35-47,",,,,
"Schulz, E. 1973 Zur quartären Vegetationsgeschichte der zentralen Sahara unter Berücksichtigung eigener pollenanalystischer Untersuchungen aus dem Tibesti-Gebirge. Staatsexamensarbeit FU Berlin.",,,,
"Schulz, E. 1976 Aktueller pollenniederschlag in der zentralen Sahara und interpretationsmöglichkeiten quartärer pollenspektren. Palaeoecology of Africa. Vol. 9: 8-14",,,,
"Schulz, E. 1980 Zur Vegetation der östlichen zentralen Sahara und zu ihrer Entwicklung im Holozän. Würzburger Geographische Arbeiten. Vol. 51. P. 1-194",,,,
"Schulz, E.; Joseph, A.; Baumhauer, R.; Schultze, E.; Sponholz, B. 1990 Upper Pleistocene and Holocene history of the Bilma Region (Kawar, NE-Niger). Etudes recentes sur la Geologia du l_Afrique. 281-284",,,,
"Schulz, E.; Pomel, S.; Abichou, A.; Salzmann, U.1995. Climate and man. Questions and answers from both sides of the Sahara.In: Le Thomas A., Roche E. (coords). 2e symposium de palynologie africaine/2nd Symposium on African Palynology (Tervuren, Belgique, 6-10 mars 1995). Publications Occasionnelles du Centre International pour la Formation et les Echanges en Géosciences (CIFEG). Vol. 31. P. 35-47",,,,
"Schulz, E.; Whitney, J.W. 1986 Upper Pleistocene and Holocene lakes in the An Nafud, Saudi Arabia. Hydrobiologia. Vol. 143: 175-190",,,,
"Schwab, M.J., F.H. Neumann, T. Litt, J.F.W. Negendank, and M. Stein. 2004. Holocene palaeoecology of the Golan Heights (Near East): investigation of lacustrine sediments from Birkat Ram crater lake. Quaternary Science Reviews 23:1723-1731.",,,,
"Schwörer, C., C. Morales-Molino, E. Gobet, P.D. Henne, S. Pasta, T. Pedrotta, J.F.N. van Leeuwen, B. Vannière, and W. Tinner. 2024. Simulating past and future fire impacts on Mediterranean ecosystems. Journal of Ecology.

",,,,
Sereno et al. 2008 Lakeside Cemeteries in the Sahara: 5000 Years of Holocene Population and Environmental Change. PLoS ONE . Vol. 3. https://doi.org/10.1371%2Fjournal.pone.0002995,,,,
"Servera-Vives, G., M. Mus Amezquita, G. Snitker, A. Florenzano, P. Torri, J. Estrany Bertos, and A.M. Mercuri. 2022. Modern analogs for understanding pollen-vegetation dynamics in a Mediterranean mosaic landscape (Balearic Islands, Western Mediterranean). The Holocene 32(7):716-734. [DOI: 10.1177/09596836221088229]",,,,
"Stambouli-Essassi, S., E. Roche, and S. Bouzid. 2007. Evolution de la végétation et du climat dans le Nord-ouest de la Tunisie au cours des 40 derniers millénaires [Evolution of vegetation and climatic changes in North- Western Tunisia during the last 40 millennia]. Geo-Eco-Trop 31:171-214. Geo-Eco-Trop 31:171-214.

",,,,
"Stambouli-Essassi, S., E. Roche, and S. Bouzid. 2007. Evolution de la végétation et du climat dans le Nord-ouest de la Tunisie au cours des 40 derniers millénaires [Evolution of vegetation and climatic changes in North- Western Tunisia during the last 40 millennia]. Geo-Eco-Trop 31:171-214.",,,,
"Stanley, D.J., H. Sheng, and Y. Pan. 1988. Heavy minerals and provenance of late Quaternary sands, eastern Nile Delta. Journal of African Earth Sciences 7:735-741.",,,,
"Stevenson, A.C. 1984.  Studies in the vegetational history of S.W. Spain. III. Palynological investigations at El Asperillo, Huelva. Journal of Biogeography 11:527-551.",,,,
"Thinon, M., Ballouche, A., Reille, M. 1996 Holocene vegetation of the Central Saharan Mountains: the end of a myth. The Holocene Vo. 46: 457-462 10.1177/095968369600600408",,,,
"Tinner, W., E. Vescovi, J.F.N. van Leeuwen, D. Colombaroli, P.D. Henne, P. Kaltenrieder, C. Morales-Molino, G. Beffa, B. Gnaegi, W.O. van der Knaap, T. La Mantia, and S. Pasta. 2016. Holocene vegetation and fire history of the mountains of Northern Sicily (Italy). Vegetation History and Archaeobotany 25:499-519.",,,,
"Tinner, W., J.F.N. van Leeuwen, D. Colombaroli, E. Vescovi, W.O. van der Knaap, P.D. Henne, S. Pasta, S. D'Angelo, and T. La Mantia. 2009. Holocene environmental and climatic changes at Gorgo Basso, a coastal lake in southern Sicily, Italy. Quaternary Science Reviews 28:1498-1510.

",,,,
"Tinner, W., J.F.N. van Leeuwen, D. Colombaroli, E. Vescovi, W.O. van der Knaap, P.D. Henne, S. Pasta, S. D'Angelo, and T. La Mantia. 2009. Holocene environmental and climatic changes at Gorgo Basso, a coastal lake in southern Sicily, Italy. Quaternary Science Reviews 28:1498-1510.",,,,
"Tissot, C.; C. Marius; C. Feller. 1983 Continuité des paléofaciès palynologiques et physico-chimiques de sédiments récents en milieu de mangrove du Sénégal.In: Géomorphologie littorale. Travaux et Documents de Géographie Tropicale CEGETVol. 49 100-115.",,,,
Tissot; C Marius; C Feller 1983 Continuité des paléofaciès palynologiques et physico-chimiques de sédiments récents en milieu de mangrove du Sénégal. Travaux et Documents de Géographie Tropicale CEGET Vol. 49 100-115,,,,
"Tovar, C., D.J. Harris, E. Breman, T. Brncic, and K.J. Willis. 2019. Tropical monodominant forest resilience to climate change in Central Africa: A Gilbertiodendron dewevrei forest pollen record over the past 2,700 years. Journal of Vegetation Science 30:575–586. 10.1111/jvs.12746.

",,,,
"Turner, J., and J.R.A. Greig. 1975. Some Holocene pollen diagrams from Greece. Review of Palaeobotany and Palynology 20:171-204.",,,,
"Tzedakis, P.C. 1993. Long-term tree populations in northwest Greece through multiple Quaternary climatic cycles. Nature 364:437-440.",,,,
"Tzedakis, P.C. 1994. Vegetation change through glacial-interglacial cycles: a long pollen sequence perspective. Philosophical Transactions of the Royal Society of London, B 345:403-432.",,,,
"unpublished: in Hoelzmann, P., Jolly, D., Harrison, S. P., Laarif, F., Bonnefille, R., & Pachur, H. J. (1998). Mid?Holocene land?surface conditions in northern Africa and the Arabian Peninsula: A data set for the analysis of biogeophysical feedbacks in the climate system. Global biogeochemical cycles, 12(1), 35-51.",,,,
"Urban, B.; Buerkert, A. 2009 Palaeoecological analysis of a Late Quaternary sediment profile in northern Oman. Journal of Arid Environments. Vol. 73: 296-305. https://doi.org/10.1016/j.jaridenv.2008.09.023",,,,
"Vallé, F.; Dupont, L.M.; Leroy, S.A.G.; Schefuß, E.; Wefer, G. 2014 Pliocene environmental change in West Africa and the onset of strong NE trade winds (ODP Sites 659 and 658). Palaeogeography, Palaeoclimatology, Palaeoecology",,,,
"Van Campo, M.; Aymonin, G.; Guinet, P.; Rognon, P. 1964. Contribution à l'étude du peuplement végétal quaternaire des montagnes sahariennes: l'Atakor. Pollen et Spores. Vol. 6: 169-194",,,,
"Van Campo, M.; Cohen, J.; Guinet, P.; Rognon, P. 1965 Contribution à l'étude du peuplement végétal quaternaire des montagnes sahariennes. II-Flore contemporaine d'un gisement de mammifères tropicaux dans l'Atakor. Pollen et Spores. Vol. 7: 361-271",,,,
"Van Campo, M.; Guinet, P.; Cohen , J 1968 Fossil pollen from late Tertiary and middle Pleistocene deposits of the Kurkur oasis. In K.W.Butzer & C.L.Hansen (eds.), Desert and river in Nubia. University of Wisconsin Press",,,,
"Van Campo, M.; Guinet, P.; Cohen, J.; Dutil, P. 1966 Nouvelle flore pollinique des alluvions pléistocènes d'un versant Sud du Hoggar. Comptes-Rendus de l'Académie des Sciences, Paris. Vol 263/D: 487-490",,,,
"Van Campo, M.; Guinet, P.; Cohen, J.; Dutil, P. 1967 Contribution à l'étude du peuplement végétal quaternaire montagnes sahariennes. III-Flore de l'Oued Outoul (Hoggar). Pollen et Spores. Vol. 9:107-120",,,,
"van der Brink, L.M., and C.R. Janssen. 1985. The effect of human activities during cultural phases on the development of montane vegetation in the Serra da Estrela, Portugal. Review of Palaeobotany and Palynology 44:193-215..",,,,
"van der Knaap, W. O. (Pim). Unpublished.",,,,
"van der Knaap, W.O., and J.F.N. van Leeuwen. 1994. Holocene vegetation, human impact, and climatic change in the Serra da Estrela, Portugal. Dissertationes Botanicae 234:497-535.",,,,
"van der Knaap, W.O., and J.F.N. van Leeuwen. 1995. Holocene vegetation succession and degradation as responses to climatic change and human activity in the Serra da Estrela, Portugal. Review of Palaeobotany and Palynology  89:153-211.",,,,
"van der Knaap, W.O., and J.F.N. van Leeuwen. 1997. Late-Glacial and early Holocene vegetation succession, altitudinal vegetation zonation, and climatic change in the Serra da Estrela, Portugal. Review of Palaeobotany and Palynology 97:239-285.",,,,
"van der Knaap, W.O., and J.F.N. van Leeuwen. 1997. Late-Glacial and early Holocene vegetation succession, altitudinal vegetation zonation, and climatic change in the Serra da Estrela, Portugal. Review of Palaeobotany and Palynology 97:239-285.

",,,,
"van Dongen, F.H. 1989. Palynologisch onderzoek aan de afzettingen van Lagoacho das Favas, Serra da Estrela, Portugal. Master's thesis. University of Utrecht, Utrecht, The Netherlands.",,,,
"van Leeuwen, Jacqueline; van der Knaap, W. O. (Pim) Unpublished",,,,
"van Zeist, W., and H. Woldring. 1978. A postglacial pollen diagram from Lake Van in east Anatolia. Review of Palaeobotany and Palynology 26:249-276.",,,,
"van Zeist, W., Baruch, U., & Bottema, S. (2009). Holocene palaeoecology of the Hula area, northeastern Israel. A Timeless Vale. Archaeological and Related Essays on the Jordan Valley in Honour of Gerrit Van Der Kooij on the Occasion of his Sixty-Fifth Birthday, edited by: Kaptijn, K. and Petit, LP, Leiden University Press, Leiden, 29-64.",,,,
"Van Zeist, W., H. Woldring, and D. Stapert. 1975. Late Quaternary vegetation and climate of southwestern Turkey. Palaeohistoria 17:53-144.",,,,
"van Zeist, W., R.A. Timmers, and S. Bottema. 1968. Studies of modern and Holocene pollen precipitation in southeastern Turkey. Paleohistoria 14:19-39.",,,,
"Vignola, C., M. Hättestrand, A. Bonnier, M. Finné, A. Izdebski, C. Katrantsiotis, K. Kouli, G.C. Liakopoulos, E. Norström, M. Papadaki, N.A. Strandberg, E. Weiberg, and A. Masi. 2022. Mid-late Holocene vegetation history of the Argive Plain (Peloponnese, Greece) as inferred from a pollen record from ancient Lake Lerna. PLOS ONE 17:1-36.",,,,
"Waller, M.P.; Salzmann, U. 1999 Holocene vegetation changes in the Sahelian zone of NE Nigeria: The detection of anthropogenic activity. Palaeoecology of Africa. Vol. 26: 85-102",,,,
"Waller, M.P.; Street-Perrott, F.A.; Wang, H. 2007 Holocene vegetation history of the Sahel: pollen, sedimentological andgeochemical data from Jikariya Lake,north-eastern Nigeria. Journal of Biogeography. Vol. 34: 1575-1590. https://doi.org/10.1111/j.1365-2699.2007.01721",,,,
"Watts, W.A. 1985. A long pollen record from laghi di Monticchio, southern Italy. Journal of the Geological Society 142(3):491-499. [DOI: 10.1144/gsjgs.142.3.0491]",,,,
"Watts, W.A., J.R.M. Allen, and B. Huntley. 1996. Vegetation history and palaeoclimate of the last glacial period at Lago Grande di Monticchio, southern Italy. Quaternary Science Reviews 15(2-3):133-153. [DOI: 10.1016/0277-3791(95)00093-3]",,,,
"Watts, W.A., J.R.M. Allen, and B. Huntley. 2000. Palaeoecology of three interstadial events during oxygen-isotope Stages 3 and 4: a lacustrine record from Lago Grande di Monticchio, southern Italy. Palaeogeography, Palaeoclimatology, Palaeoecology 155(1-2):83-93. [DOI: 10.1016/S0031-0182(99)00096-6]",,,,
"Watts, W.A., J.R.M. Allen, B. Huntley, and S.C. Fritz. 1996. Vegetation history and climate of the last 15,000 years at Laghi di Monticchio, southern Italy. Quaternary Science Reviews 15(2-3):113-132. [DOI: 10.1016/0277-3791(95)00038-0]",,,,
